"bairro","cidade","estado"
"AUGUSTA MOTA","MONTES CLAROS","MINAS GERAIS"
"ITOUPAVA","RIO DO SUL","SANTA CATARINA"
"BARCELONA PARK","MONTES CLAROS","MINAS GERAIS"
"BELA PAISAGEM","MONTES CLAROS","MINAS GERAIS"
"BELA VISTA","MONTES CLAROS","MINAS GERAIS"
"BELVEDERE","MONTES CLAROS","MINAS GERAIS"
"CAMILO PRATES","MONTES CLAROS","MINAS GERAIS"
"CÂNDIDA CÂMARA","MONTES CLAROS","MINAS GERAIS"
"CANELAS","MONTES CLAROS","MINAS GERAIS"
"CANELAS I","MONTES CLAROS","MINAS GERAIS"
"CARMELO","MONTES CLAROS","MINAS GERAIS"
"CENTRO","MONTES CLAROS","MINAS GERAIS"
"CHÁCARA CERES","MONTES CLAROS","MINAS GERAIS"
"CHÁCARA RECANTO DOS ARAÇÁS","MONTES CLAROS","MINAS GERAIS"
"CHÁCARAS PAINEIRAS","MONTES CLAROS","MINAS GERAIS"
"CHÁCARAS PARAÍSO","MONTES CLAROS","MINAS GERAIS"
"CIDADE INDUSTRIAL","MONTES CLAROS","MINAS GERAIS"
"CIDADE NOVA","MONTES CLAROS","MINAS GERAIS"
"CIDADE SANTA MARIA","MONTES CLAROS","MINAS GERAIS"
"CINTRA","MONTES CLAROS","MINAS GERAIS"
"CLARINDO LOPES","MONTES CLAROS","MINAS GERAIS"
"COLORADO","MONTES CLAROS","MINAS GERAIS"
"CONDOMÍNIO PAI JOÃO","MONTES CLAROS","MINAS GERAIS"
"CONJUNTO ALTEROSA","MONTES CLAROS","MINAS GERAIS"
"CONJUNTO BANDEIRANTES","MONTES CLAROS","MINAS GERAIS"
"CONJUNTO CHIQUINHO GUIMARÃES","MONTES CLAROS","MINAS GERAIS"
"CONJUNTO CIRO DOS ANJOS","MONTES CLAROS","MINAS GERAIS"
"CONJUNTO CLARICE ALVES VIEIRA","MONTES CLAROS","MINAS GERAIS"
"CONJUNTO CRISTO REI","MONTES CLAROS","MINAS GERAIS"
"CONJUNTO HAVAÍ","MONTES CLAROS","MINAS GERAIS"
"CONJUNTO JOAQUIM COSTA","MONTES CLAROS","MINAS GERAIS"
"CONJUNTO OLGA BENÁRIO","MONTES CLAROS","MINAS GERAIS"
"CONJUNTO RESIDENCIAL JK","MONTES CLAROS","MINAS GERAIS"
"DELFINO MAGALHÃES","MONTES CLAROS","MINAS GERAIS"
"DISTRITO INDUSTRIAL","MONTES CLAROS","MINAS GERAIS"
"DONA GREGÓRIA","MONTES CLAROS","MINAS GERAIS"
"DOS MANGUES","MONTES CLAROS","MINAS GERAIS"
"DOUTOR JOAQUIM COSTA","MONTES CLAROS","MINAS GERAIS"
"DUQUE DE CAXIAS","MONTES CLAROS","MINAS GERAIS"
"EDGAR PEREIRA","MONTES CLAROS","MINAS GERAIS"
"ELDORADO","MONTES CLAROS","MINAS GERAIS"
"ESPLANADA","MONTES CLAROS","MINAS GERAIS"
"EUROPA","MONTES CLAROS","MINAS GERAIS"
"FRANCISCO PERES I","MONTES CLAROS","MINAS GERAIS"
"FUNCIONÁRIOS","MONTES CLAROS","MINAS GERAIS"
"GUARUJÁ","MONTES CLAROS","MINAS GERAIS"
"SETOR CENTRAL","GOIANORTE","TOCANTINS"
"BARRA DO OURO","GOIATINS","TOCANTINS"
"SETOR CENTRAL","GOIATINS","TOCANTINS"
"SETOR CENTRAL","GUARAÍ","TOCANTINS"
"INCONFIDENTES","MONTES CLAROS","MINAS GERAIS"
"INDEPENDÊNCIA","MONTES CLAROS","MINAS GERAIS"
"INTERLAGOS","MONTES CLAROS","MINAS GERAIS"
"JARDIM ALEGRE","MONTES CLAROS","MINAS GERAIS"
"JARDIM ALVORADA","MONTES CLAROS","MINAS GERAIS"
"JARDIM AMÉRICA","MONTES CLAROS","MINAS GERAIS"
"JARDIM BRASIL","MONTES CLAROS","MINAS GERAIS"
"JARDIM ITÁLIA","MONTES CLAROS","MINAS GERAIS"
"JARDIM LIBERDADE","MONTES CLAROS","MINAS GERAIS"
"JARDIM OLÍMPICO","MONTES CLAROS","MINAS GERAIS"
"JARDIM PALMEIRAS","MONTES CLAROS","MINAS GERAIS"
"JARDIM PANORAMA","MONTES CLAROS","MINAS GERAIS"
"JARDIM PARQUE MORADA DO SOL","MONTES CLAROS","MINAS GERAIS"
"JARDIM PRIMAVERA","MONTES CLAROS","MINAS GERAIS"
"JARDIM SÃO GERALDO","MONTES CLAROS","MINAS GERAIS"
"JARDIM SÃO LUIZ","MONTES CLAROS","MINAS GERAIS"
"JOÃO BOTELHO","MONTES CLAROS","MINAS GERAIS"
"JOÃO GORDO","MONTES CLAROS","MINAS GERAIS"
"JOSÉ CARLOS VALE DE LIMA","MONTES CLAROS","MINAS GERAIS"
"JOSÉ CORREIA MACHADO","MONTES CLAROS","MINAS GERAIS"
"JUSCELINO KUBITSCHEK","MONTES CLAROS","MINAS GERAIS"
"LOURDES","MONTES CLAROS","MINAS GERAIS"
"MAJOR PRATES","MONTES CLAROS","MINAS GERAIS"
"MARACANÃ","MONTES CLAROS","MINAS GERAIS"
"MELO","MONTES CLAROS","MINAS GERAIS"
"MONTE ALEGRE","MONTES CLAROS","MINAS GERAIS"
"MONTE CARMELO","MONTES CLAROS","MINAS GERAIS"
"MORADA DA SERRA","MONTES CLAROS","MINAS GERAIS"
"MORADA DO PARQUE","MONTES CLAROS","MINAS GERAIS"
"MORADA DO SOL","MONTES CLAROS","MINAS GERAIS"
"MORADA DO SOL II","MONTES CLAROS","MINAS GERAIS"
"MORRINHOS","MONTES CLAROS","MINAS GERAIS"
"NOSSA SENHORA APARECIDA","MONTES CLAROS","MINAS GERAIS"
"NOSSA SENHORA DAS GRAÇAS","MONTES CLAROS","MINAS GERAIS"
"NOSSA SENHORA DE FÁTIMA","MONTES CLAROS","MINAS GERAIS"
"NOVA AMÉRICA","MONTES CLAROS","MINAS GERAIS"
"NOVA SUIÇA","MONTES CLAROS","MINAS GERAIS"
"NOVO DELFINO","MONTES CLAROS","MINAS GERAIS"
"PANORAMA II","MONTES CLAROS","MINAS GERAIS"
"PLANALTO","MONTES CLAROS","MINAS GERAIS"
"PLANALTO II","MONTES CLAROS","MINAS GERAIS"
"PROLONGAMENTO TODOS OS SANTOS","MONTES CLAROS","MINAS GERAIS"
"REGINA PERES","MONTES CLAROS","MINAS GERAIS"
"RENASCENÇA","MONTES CLAROS","MINAS GERAIS"
"ROXO VERDE","MONTES CLAROS","MINAS GERAIS"
"SAGRADA FAMÍLIA","MONTES CLAROS","MINAS GERAIS"
"SANTA CECÍLIA","MONTES CLAROS","MINAS GERAIS"
"SANTA EUGÊNIA","MONTES CLAROS","MINAS GERAIS"
"SANTA LAURA","MONTES CLAROS","MINAS GERAIS"
"SANTA LÚCIA","MONTES CLAROS","MINAS GERAIS"
"SANTA LÚCIA II","MONTES CLAROS","MINAS GERAIS"
"SANTA MARIA","MONTES CLAROS","MINAS GERAIS"
"SANTA RAFAELA","MONTES CLAROS","MINAS GERAIS"
"SANTA RITA I","MONTES CLAROS","MINAS GERAIS"
"SANTA RITA II","MONTES CLAROS","MINAS GERAIS"
"SANTO AMARO","MONTES CLAROS","MINAS GERAIS"
"SANTO ANTÔNIO","MONTES CLAROS","MINAS GERAIS"
"SANTO ANTÔNIO II","MONTES CLAROS","MINAS GERAIS"
"SANTO EXPEDITO","MONTES CLAROS","MINAS GERAIS"
"SANTO INÁCIO","MONTES CLAROS","MINAS GERAIS"
"SANTO INÁCIO II","MONTES CLAROS","MINAS GERAIS"
"SANTOS REIS","MONTES CLAROS","MINAS GERAIS"
"SÃO BENTO","MONTES CLAROS","MINAS GERAIS"
"SÃO GERALDO","MONTES CLAROS","MINAS GERAIS"
"SÃO JOSÉ","MONTES CLAROS","MINAS GERAIS"
"SÃO JUDAS TADEU","MONTES CLAROS","MINAS GERAIS"
"SÃO JUDAS TADEU II","MONTES CLAROS","MINAS GERAIS"
"SÃO LUCAS","MONTES CLAROS","MINAS GERAIS"
"SÃO MATEUS","MONTES CLAROS","MINAS GERAIS"
"SAPUCAIA","MONTES CLAROS","MINAS GERAIS"
"TANCREDO NEVES","MONTES CLAROS","MINAS GERAIS"
"TODOS OS SANTOS","MONTES CLAROS","MINAS GERAIS"
"UNIVERSITÁRIO","MONTES CLAROS","MINAS GERAIS"
"VARGEM GRANDE II","MONTES CLAROS","MINAS GERAIS"
"VENEZA PARQUE","MONTES CLAROS","MINAS GERAIS"
"VERA CRUZ","MONTES CLAROS","MINAS GERAIS"
"VILA ALICE","MONTES CLAROS","MINAS GERAIS"
"VILA ANÁLIA","MONTES CLAROS","MINAS GERAIS"
"VILA ANTÔNIO NARCISO","MONTES CLAROS","MINAS GERAIS"
"VILA ATLÂNTIDA","MONTES CLAROS","MINAS GERAIS"
"VILA ÁUREA","MONTES CLAROS","MINAS GERAIS"
"VILA BRASÍLIA","MONTES CLAROS","MINAS GERAIS"
"VILA CAMPOS","MONTES CLAROS","MINAS GERAIS"
"VILA CASTELO BRANCO","MONTES CLAROS","MINAS GERAIS"
"VILA EXPOSIÇÃO","MONTES CLAROS","MINAS GERAIS"
"VILA FENIX","MONTES CLAROS","MINAS GERAIS"
"VILA GREICE","MONTES CLAROS","MINAS GERAIS"
"JARAGUÁ","MONTES CLAROS","MINAS GERAIS"
"JARAGUÁ II","MONTES CLAROS","MINAS GERAIS"
"VILA GUILHERMINA","MONTES CLAROS","MINAS GERAIS"
"VILA IPIRANGA","MONTES CLAROS","MINAS GERAIS"
"VILA ITATIAIA","MONTES CLAROS","MINAS GERAIS"
"VILA LUIZA","MONTES CLAROS","MINAS GERAIS"
"VILA MARIA CÂNDIDA","MONTES CLAROS","MINAS GERAIS"
"VILA MAURICÉIA","MONTES CLAROS","MINAS GERAIS"
"VILA NOSSA SENHORA APARECIDA","MONTES CLAROS","MINAS GERAIS"
"VILA NOVA MORADA","MONTES CLAROS","MINAS GERAIS"
"VILA OLIVEIRA","MONTES CLAROS","MINAS GERAIS"
"VILA OLIVEIRA II","MONTES CLAROS","MINAS GERAIS"
"VILA REAL","MONTES CLAROS","MINAS GERAIS"
"VILA REGINA","MONTES CLAROS","MINAS GERAIS"
"VILA SANTA CRUZ","MONTES CLAROS","MINAS GERAIS"
"VILA SANTA MÔNICA","MONTES CLAROS","MINAS GERAIS"
"VILA SÃO FRANCISCO DE ASSIS","MONTES CLAROS","MINAS GERAIS"
"VILA SENHOR DO BONFIM","MONTES CLAROS","MINAS GERAIS"
"VILA SION","MONTES CLAROS","MINAS GERAIS"
"VILA SION II","MONTES CLAROS","MINAS GERAIS"
"VILA SUMARÉ","MONTES CLAROS","MINAS GERAIS"
"VILA TELMA","MONTES CLAROS","MINAS GERAIS"
"VILA TIRADENTES","MONTES CLAROS","MINAS GERAIS"
"VILA TONCHEFF","MONTES CLAROS","MINAS GERAIS"
"VILA TUPÃ","MONTES CLAROS","MINAS GERAIS"
"VILLAGE DO LAGO I","MONTES CLAROS","MINAS GERAIS"
"VILLAGE DO LAGO II","MONTES CLAROS","MINAS GERAIS"
"CENTRO","MONTEZUMA","MINAS GERAIS"
"CENTRO","MORADA NOVA DE MINAS","MINAS GERAIS"
"FREI ORLANDO","MORADA NOVA DE MINAS","MINAS GERAIS"
"VAU DAS FLORES","MORADA NOVA DE MINAS","MINAS GERAIS"
"CENTRO","MORRO DA GARÇA","MINAS GERAIS"
"CENTRO","MORRO DO PILAR","MINAS GERAIS"
"CENTRO","MUNHOZ","MINAS GERAIS"
"BARRA","MURIAÉ","MINAS GERAIS"
"CENTRO","MURIAÉ","MINAS GERAIS"
"GÁVEA","MURIAÉ","MINAS GERAIS"
"PORTO","MURIAÉ","MINAS GERAIS"
"CENTENÁRIO","MUTUM","MINAS GERAIS"
"CENTRO","MUTUM","MINAS GERAIS"
"IMBIRUÇU","MUTUM","MINAS GERAIS"
"OCIDENTE","MUTUM","MINAS GERAIS"
"ROSEIRAL","MUTUM","MINAS GERAIS"
"CENTRO","MUZAMBINHO","MINAS GERAIS"
"CENTRO","NACIP RAYDAN","MINAS GERAIS"
"CENTRO","NANUQUE","MINAS GERAIS"
"CENTRO","NAQUE","MINAS GERAIS"
"CENTRO","NATALÂNDIA","MINAS GERAIS"
"CENTRO","NATÉRCIA","MINAS GERAIS"
"CENTRO","NAZARENO","MINAS GERAIS"
"CENTRO","NEPOMUCENO","MINAS GERAIS"
"CENTRO","NINHEIRA","MINAS GERAIS"
"CENTRO","NOVA BELÉM","MINAS GERAIS"
"SANTO ANTÔNIO DE NOVA BELÉM","NOVA BELÉM","MINAS GERAIS"
"CENTRO","NOVA ERA","MINAS GERAIS"
"CENTRO","NOVA LIMA","MINAS GERAIS"
"JARDIM CANADÁ","NOVA LIMA","MINAS GERAIS"
"JARDIM PETRÓPOLIS","NOVA LIMA","MINAS GERAIS"
"SÃO SEBASTIÃO DE ÁGUAS CLARAS","NOVA LIMA","MINAS GERAIS"
"VALE DO SERENO","NOVA LIMA","MINAS GERAIS"
"CABECEIRA DOS HENRIQUES","NOVA MÓDICA","MINAS GERAIS"
"CENTRO","NOVA MÓDICA","MINAS GERAIS"
"ALMEIDA CAMPOS","NOVA PONTE","MINAS GERAIS"
"CENTRO","NOVA PONTE","MINAS GERAIS"
"CENTRO","NOVA PORTEIRINHA","MINAS GERAIS"
"CENTRO","NOVA RESENDE","MINAS GERAIS"
"CENTRO","NOVA SERRANA","MINAS GERAIS"
"PARQUE DONA GUMERCINDA","NOVA SERRANA","MINAS GERAIS"
"RIPAS","NOVA SERRANA","MINAS GERAIS"
"CENTRO","NOVA UNIÃO","MINAS GERAIS"
"CENTRO","NOVO CRUZEIRO","MINAS GERAIS"
"CENTRO","NOVO ORIENTE DE MINAS","MINAS GERAIS"
"CENTRO","NOVORIZONTE","MINAS GERAIS"
"CENTRO","OLARIA","MINAS GERAIS"
"CENTRO","OLHOS D'ÁGUA","MINAS GERAIS"
"CENTRO","OLÍMPIO NORONHA","MINAS GERAIS"
"CENTRO","OLIVEIRA","MINAS GERAIS"
"CENTRO","OLIVEIRA FORTES","MINAS GERAIS"
"CENTRO","ONÇA DE PITANGUI","MINAS GERAIS"
"CENTRO","ORATÓRIOS","MINAS GERAIS"
"CENTRO","ORIZÂNIA","MINAS GERAIS"
"ÁGUA LIMPA","OURO BRANCO","MINAS GERAIS"
"CASTIGLIANO","OURO BRANCO","MINAS GERAIS"
"CENTRO","OURO BRANCO","MINAS GERAIS"
"CRISTAIS","OURO BRANCO","MINAS GERAIS"
"ITATIAIA","OURO BRANCO","MINAS GERAIS"
"CENTRO","ACRELÂNDIA","ACRE"
"CENTRO","ASSIS BRASIL","ACRE"
"CENTRO","BRASILÉIA","ACRE"
"CENTRO","BUJARI","ACRE"
"CENTRO","CAPIXABA","ACRE"
"CONQUISTA","CAPIXABA","ACRE"
"CENTRO","CRUZEIRO DO SUL","ACRE"
"CENTRO","EPITACIOLÂNDIA","ACRE"
"CENTRO","FEIJÓ","ACRE"
"CENTRO","JORDÃO","ACRE"
"CENTRO","MÂNCIO LIMA","ACRE"
"CENTRO","MANOEL URBANO","ACRE"
"CENTRO","MARECHAL THAUMATURGO","ACRE"
"CENTRO","PLÁCIDO DE CASTRO","ACRE"
"CENTRO","PORTO ACRE","ACRE"
"CENTRO","PORTO WALTER","ACRE"
"ABRAHÃO ALAB","RIO BRANCO","ACRE"
"ADALBERTO ARAGÃO","RIO BRANCO","ACRE"
"PIONEIROS","OURO BRANCO","MINAS GERAIS"
"SÃO FRANCISCO","OURO BRANCO","MINAS GERAIS"
"CENTRO","OURO FINO","MINAS GERAIS"
"BAUXITA","OURO PRETO","MINAS GERAIS"
"CABEÇAS","OURO PRETO","MINAS GERAIS"
"CENTRO","OURO PRETO","MINAS GERAIS"
"LAGES","OURO PRETO","MINAS GERAIS"
"LAVRAS NOVAS","OURO PRETO","MINAS GERAIS"
"ROSÁRIO","OURO PRETO","MINAS GERAIS"
"SANTO ANTÔNIO DO SALTO","OURO PRETO","MINAS GERAIS"
"SÃO CRISTÓVÃO","OURO PRETO","MINAS GERAIS"
"VILA SAMARCO","OURO PRETO","MINAS GERAIS"
"CENTRO","OURO VERDE DE MINAS","MINAS GERAIS"
"CENTRO","PADRE CARVALHO","MINAS GERAIS"
"CENTRO","PADRE PARAÍSO","MINAS GERAIS"
"ENCACHOEIRADO","PADRE PARAÍSO","MINAS GERAIS"
"CENTRO","PAI PEDRO","MINAS GERAIS"
"CENTRO","PAINEIRAS","MINAS GERAIS"
"CENTRO","PAINS","MINAS GERAIS"
"CENTRO","PAIVA","MINAS GERAIS"
"CENTRO","PALMA","MINAS GERAIS"
"CISNEIROS","PALMA","MINAS GERAIS"
"CENTRO","PALMÓPOLIS","MINAS GERAIS"
"CENTRO","PAPAGAIOS","MINAS GERAIS"
"ASCENÇÃO","PARÁ DE MINAS","MINAS GERAIS"
"BELVEDERE","PARÁ DE MINAS","MINAS GERAIS"
"CARIOCA","PARÁ DE MINAS","MINAS GERAIS"
"CENTRO","PARÁ DE MINAS","MINAS GERAIS"
"CONJUNTO HABITACIONAL SÃO VICENTE DE PAULO","PARÁ DE MINAS","MINAS GERAIS"
"CORAÇÃO DE JESUS","PARÁ DE MINAS","MINAS GERAIS"
"CÓRREGO DO BARRO","PARÁ DE MINAS","MINAS GERAIS"
"DISTRITO INDUSTRIAL FERNANDO ANTÔNIO ALMEIDA","PARÁ DE MINAS","MINAS GERAIS"
"INDUSTRIAL","ERECHIM","RIO GRANDE DO SUL"
"DISTRITO INDUSTRIAL II","PARÁ DE MINAS","MINAS GERAIS"
"DOM BOSCO","PARÁ DE MINAS","MINAS GERAIS"
"ELDORADO","PARÁ DE MINAS","MINAS GERAIS"
"ESPLANADA","PARÁ DE MINAS","MINAS GERAIS"
"GORDURAS","PARÁ DE MINAS","MINAS GERAIS"
"GRÃO PARÁ","PARÁ DE MINAS","MINAS GERAIS"
"INDEPENDÊNCIA","PARÁ DE MINAS","MINAS GERAIS"
"JARDIM AMÉRICA","PARÁ DE MINAS","MINAS GERAIS"
"JARDIM BEATRIZ","PARÁ DE MINAS","MINAS GERAIS"
"JARDIM CASTELO BRANCO","PARÁ DE MINAS","MINAS GERAIS"
"JARDIM DAS PITEIRAS","PARÁ DE MINAS","MINAS GERAIS"
"JARDIM DAS PITEIRAS II","PARÁ DE MINAS","MINAS GERAIS"
"JARDIM SERRA DOURADA","PARÁ DE MINAS","MINAS GERAIS"
"JARDIM SERRA VERDE","PARÁ DE MINAS","MINAS GERAIS"
"MATINHA","PARÁ DE MINAS","MINAS GERAIS"
"NOSSA SENHORA DAS GRAÇAS","PARÁ DE MINAS","MINAS GERAIS"
"NOSSA SENHORA DE FÁTIMA","PARÁ DE MINAS","MINAS GERAIS"
"NOSSA SENHORA DE LOURDES","PARÁ DE MINAS","MINAS GERAIS"
"NOVO HORIZONTE","PARÁ DE MINAS","MINAS GERAIS"
"PADRE LIBÉRIO","PARÁ DE MINAS","MINAS GERAIS"
"PAPA JOÃO PAULO II","PARÁ DE MINAS","MINAS GERAIS"
"VILA BRASIL","BARREIRAS","BAHIA"
"CENTRO","IBIPITANGA","BAHIA"
"SÃO BRAZ","COLATINA","ESPÍRITO SANTO"
"LOURDES","ANÁPOLIS","GOIÁS"
"JARDIM DAS CASCATAS","APARECIDA DE GOIÂNIA","GOIÁS"
"SETOR OESTE","APARECIDA DE GOIÂNIA","GOIÁS"
"CENTRO","CARANGOLA","MINAS GERAIS"
"CENTRO","RITÁPOLIS","MINAS GERAIS"
"CANJERANUS","PASSOS","MINAS GERAIS"
"CARMELO","PASSOS","MINAS GERAIS"
"CENTRO","PASSOS","MINAS GERAIS"
"COIMBRAS","PASSOS","MINAS GERAIS"
"CONDOMÍNIO DAS NAÇÕES","PASSOS","MINAS GERAIS"
"CONDOMÍNIO VALE VERDE","PASSOS","MINAS GERAIS"
"CORAÇÃO EUCARÍSTICO","PASSOS","MINAS GERAIS"
"DOUTOR MÁRIO MAGALHÃES","PASSOS","MINAS GERAIS"
"EXPOSIÇÃO","PASSOS","MINAS GERAIS"
"FLAMBOYANT","PASSOS","MINAS GERAIS"
"FRANCISCA SILVEIRA","PASSOS","MINAS GERAIS"
"JARDIM ACLIMAÇÃO","PASSOS","MINAS GERAIS"
"JARDIM BELA VISTA","PASSOS","MINAS GERAIS"
"JARDIM BELO HORIZONTE","PASSOS","MINAS GERAIS"
"JARDIM CALIFÓRNIA","PASSOS","MINAS GERAIS"
"JARDIM CANADÁ","PASSOS","MINAS GERAIS"
"JARDIM CENTENÁRIO","PASSOS","MINAS GERAIS"
"JARDIM CIDADE","PASSOS","MINAS GERAIS"
"JARDIM COLÉGIO DE PASSOS","PASSOS","MINAS GERAIS"
"JARDIM DAS ESTRELAS","PASSOS","MINAS GERAIS"
"JARDIM DO IPÊ","PASSOS","MINAS GERAIS"
"JARDIM EMBRATEL","PASSOS","MINAS GERAIS"
"JARDIM EUROPA","PASSOS","MINAS GERAIS"
"JARDIM HARMONIA","PASSOS","MINAS GERAIS"
"JARDIM ITÁLIA","PASSOS","MINAS GERAIS"
"JARDIM PANORAMA","PASSOS","MINAS GERAIS"
"JARDIM PINHEIROS","PASSOS","MINAS GERAIS"
"JARDIM PLANALTO","PASSOS","MINAS GERAIS"
"JARDIM POLIVALENTE","PASSOS","MINAS GERAIS"
"JARDIM PRIMAVERA","PASSOS","MINAS GERAIS"
"JARDIM PRIMAVERA II","PASSOS","MINAS GERAIS"
"JARDIM SANTA LUZIA","PASSOS","MINAS GERAIS"
"JARDIM SATÉLITE","PASSOS","MINAS GERAIS"
"JARDIM VILA RICA","PASSOS","MINAS GERAIS"
"MONSENHOR JOÃO PEDRO","PASSOS","MINAS GERAIS"
"MONSENHOR MESSIAS","PASSOS","MINAS GERAIS"
"NOSSA SENHORA APARECIDA","PASSOS","MINAS GERAIS"
"NOSSA SENHORA DAS GRAÇAS","PASSOS","MINAS GERAIS"
"NOSSA SENHORA DE FÁTIMA","PASSOS","MINAS GERAIS"
"NOSSA SENHORA DE LOURDES","PASSOS","MINAS GERAIS"
"NOVA CALIFÓRNIA","PASSOS","MINAS GERAIS"
"NOVO HORIZONTE","PASSOS","MINAS GERAIS"
"NOVO MUNDO II","PASSOS","MINAS GERAIS"
"NOVO MUNDO III","PASSOS","MINAS GERAIS"
"PARQUE CASARÃO","PASSOS","MINAS GERAIS"
"PARQUE DA FAZENDA","PASSOS","MINAS GERAIS"
"PARQUE ESTAÇÃO","PASSOS","MINAS GERAIS"
"PARQUE RESIDENCIAL ELDORADO","PASSOS","MINAS GERAIS"
"PARQUE SÃO JOÃO","PASSOS","MINAS GERAIS"
"PENHA","PASSOS","MINAS GERAIS"
"PENHA II","PASSOS","MINAS GERAIS"
"RECANTO DA TECA II","PASSOS","MINAS GERAIS"
"RECANTO DA TEKA","PASSOS","MINAS GERAIS"
"SANTA CASA","PASSOS","MINAS GERAIS"
"SANTA MARIA GORETTI","PASSOS","MINAS GERAIS"
"SANTA RITA","PASSOS","MINAS GERAIS"
"SANTA TEREZINHA","PASSOS","MINAS GERAIS"
"SANTO ANTÔNIO","PASSOS","MINAS GERAIS"
"SÃO BENEDITO","PASSOS","MINAS GERAIS"
"SÃO FRANCISCO","PASSOS","MINAS GERAIS"
"SERRA DAS BRISAS","PASSOS","MINAS GERAIS"
"SERRA VERDE","PASSOS","MINAS GERAIS"
"UMUARAMA","PASSOS","MINAS GERAIS"
"UMUARAMA II","PASSOS","MINAS GERAIS"
"VILA BETINHO","PASSOS","MINAS GERAIS"
"VILA ROMANA","PASSOS","MINAS GERAIS"
"VILA SÃO JOSÉ","PASSOS","MINAS GERAIS"
"WASHINGTON NORONHA","PASSOS","MINAS GERAIS"
"CENTRO","PATIS","MINAS GERAIS"
"ABNER AFONSO","PATOS DE MINAS","MINAS GERAIS"
"ALTO BOA VISTA","PATOS DE MINAS","MINAS GERAIS"
"ALTO DOS CAIÇARAS","PATOS DE MINAS","MINAS GERAIS"
"ALTO LIMOEIRO","PATOS DE MINAS","MINAS GERAIS"
"ALVORADA","PATOS DE MINAS","MINAS GERAIS"
"ANTÔNIO CAIXETA","PATOS DE MINAS","MINAS GERAIS"
"AQUARIUS","PATOS DE MINAS","MINAS GERAIS"
"AURÉLIO CAIXETA","PATOS DE MINAS","MINAS GERAIS"
"BELA VISTA","PATOS DE MINAS","MINAS GERAIS"
"BOA VISTA","PATOS DE MINAS","MINAS GERAIS"
"BRASIL","PATOS DE MINAS","MINAS GERAIS"
"BRASÍLIA","PATOS DE MINAS","MINAS GERAIS"
"CAIÇARAS","PATOS DE MINAS","MINAS GERAIS"
"CARAMURU","PATOS DE MINAS","MINAS GERAIS"
"CENTRO","PATOS DE MINAS","MINAS GERAIS"
"CERRADO","PATOS DE MINAS","MINAS GERAIS"
"CIDADE JARDIM","PATOS DE MINAS","MINAS GERAIS"
"CIDADE NOVA","PATOS DE MINAS","MINAS GERAIS"
"CÔNEGO GETÚLIO","PATOS DE MINAS","MINAS GERAIS"
"COPACABANA","PATOS DE MINAS","MINAS GERAIS"
"CORAÇÃO EUCARÍSTICO","PATOS DE MINAS","MINAS GERAIS"
"CRISTO REDENTOR","PATOS DE MINAS","MINAS GERAIS"
"DISTRITO INDUSTRIAL I","PATOS DE MINAS","MINAS GERAIS"
"DISTRITO INDUSTRIAL II","PATOS DE MINAS","MINAS GERAIS"
"ELDORADO","PATOS DE MINAS","MINAS GERAIS"
"GUANABARA","PATOS DE MINAS","MINAS GERAIS"
"IPANEMA","PATOS DE MINAS","MINAS GERAIS"
"JARDIM AMÉRICA","PATOS DE MINAS","MINAS GERAIS"
"JARDIM ANDRADES","PATOS DE MINAS","MINAS GERAIS"
"JARDIM CALIFÓRNIA","PATOS DE MINAS","MINAS GERAIS"
"JARDIM CENTRO","PATOS DE MINAS","MINAS GERAIS"
"JARDIM CÉU AZUL","PATOS DE MINAS","MINAS GERAIS"
"JARDIM ESPERANÇA","PATOS DE MINAS","MINAS GERAIS"
"JARDIM FLORESTA","PATOS DE MINAS","MINAS GERAIS"
"JARDIM ITAMARATI","PATOS DE MINAS","MINAS GERAIS"
"JARDIM PANORÂMICO","PATOS DE MINAS","MINAS GERAIS"
"JARDIM PARAÍSO","PATOS DE MINAS","MINAS GERAIS"
"JARDIM PAULISTANO","PATOS DE MINAS","MINAS GERAIS"
"JARDIM PELUZZO","PATOS DE MINAS","MINAS GERAIS"
"JARDIM RECANTO","PATOS DE MINAS","MINAS GERAIS"
"LAGOA GRANDE","PATOS DE MINAS","MINAS GERAIS"
"LAGOINHA","PATOS DE MINAS","MINAS GERAIS"
"MORADA DO SOL","PATOS DE MINAS","MINAS GERAIS"
"NOSSA SENHORA APARECIDA","PATOS DE MINAS","MINAS GERAIS"
"NOSSA SENHORA DAS GRAÇAS","PATOS DE MINAS","MINAS GERAIS"
"NOSSA SENHORA DE FÁTIMA","PATOS DE MINAS","MINAS GERAIS"
"NOVA FLORESTA","PATOS DE MINAS","MINAS GERAIS"
"NOVO HORIZONTE","PATOS DE MINAS","MINAS GERAIS"
"NOVO SORRISO","PATOS DE MINAS","MINAS GERAIS"
"PADRE EUSTÁQUIO","PATOS DE MINAS","MINAS GERAIS"
"PLANALTO","PATOS DE MINAS","MINAS GERAIS"
"RESIDENCIAL BARREIRO","PATOS DE MINAS","MINAS GERAIS"
"RESIDENCIAL GRAMADO","PATOS DE MINAS","MINAS GERAIS"
"RESIDENCIAL MONJOLO","PATOS DE MINAS","MINAS GERAIS"
"RESIDENCIAL SORRISO","PATOS DE MINAS","MINAS GERAIS"
"ROSÁRIO","PATOS DE MINAS","MINAS GERAIS"
"SANTA TEREZINHA","PATOS DE MINAS","MINAS GERAIS"
